estimand,estimate,ci_lower,ci_upper,bootstrap_requested,bootstrap_converged
risk_continue,0.6140485778070088,0.5475537038554206,0.6866807111152404,1000,1000
risk_early,0.6541813207436274,0.5932760868725288,0.7290619402085374,1000,1000
risk_difference,0.040132742936618615,-0.024964906949754645,0.11134415365758374,1000,1000
risk_ratio,1.0653576026182607,0.9614244723886273,1.1951139062382161,1000,1000
