strategy,n_retained_clones,n_decision_points,n_stays,raw_weight_mean,raw_weight_p01,raw_weight_p50,raw_weight_p95,raw_weight_p99,raw_weight_max,truncated_weight_max,truncated_percent,ess,ess_ratio
continue_24h,451,451,240,1.0026581574091686,0.3487089756220484,1.0,1.7979394962633624,4.030352314917715,10.33015144147712,4.7480307994856075,2.2172949002217295,343.2746693576032,0.761141173741914
early_deescalation,324,324,237,0.9952603547973286,0.30059698208778746,1.0,1.5460434187946421,2.872171220460056,8.235525852502374,3.1174024023084117,2.4691358024691357,261.6777630575225,0.8076474168442053
