strategy,n_retained_clones,n_decision_points,n_stays,raw_weight_mean,raw_weight_p01,raw_weight_p50,raw_weight_p95,raw_weight_p99,raw_weight_max,truncated_weight_max,truncated_percent,ess,ess_ratio
continue_24h,554,554,297,1.005620078093891,0.28030008918148697,1.0,1.7639596009268004,3.1874083791447725,18.534679923828477,5.8362301409015265,2.166064981949458,430.63222302133056,0.7773144819879613
early_deescalation,397,397,296,0.9927281700569225,0.3056519838803074,1.0,1.4217284683959095,2.5755032300831258,6.995184309656169,3.0559765154899554,2.0151133501259446,338.74633025925635,0.8532653155144996
