interval_index,strategy,model,n_at_risk_clones,observed_adherence,mean_predicted,brier_score,auc,calibration_intercept,calibration_slope,probability_floor_count,probability_ceiling_count
1,continue_24h,denominator_adherence,9559,0.7229835756878334,0.7229627167335724,0.19341458704564926,0.608335162080155,-0.003733528024869803,1.0040981229227526,0,0
1,early_deescalation,denominator_adherence,9559,0.23182341249084631,0.23183492366168204,0.17343392976520475,0.6009051204737831,0.004323922171693967,1.0038440223344092,0,0
2,continue_24h,denominator_adherence,6544,0.7747555012224939,0.7747438811821263,0.16856508536816553,0.6182433716302832,-0.0024289560523892643,1.0020956245056138,0,1
2,early_deescalation,denominator_adherence,1765,0.7002832861189802,0.7003031005537433,0.1890679874848887,0.6822804828062963,-0.009191601072696384,1.0117597217590601,0,3
3,continue_24h,denominator_adherence,4798,0.7886619424760317,0.7886924235182547,0.16131553851847139,0.6153181567984789,-0.0013809779395389061,1.00093097371305,0,1
3,early_deescalation,denominator_adherence,1159,0.8343399482312338,0.8343224519291325,0.12492703949047368,0.6989023181661496,-0.01859542362177287,1.0131434228244767,0,10
4,continue_24h,denominator_adherence,3605,0.8080443828016644,0.8080716100173563,0.14728223937010812,0.6528800533387307,-0.0030055756802800627,1.0020789370007444,0,1
4,early_deescalation,denominator_adherence,905,0.8806629834254144,0.8802000476864625,0.09097167832421629,0.8032552627910219,-0.06002170833227333,1.040391705222866,1,96
