risk_continue,risk_early,risk_difference,risk_ratio,seed,converged
0.4167131060194499,0.5016471710847993,0.0849340650653494,1.203819039618555,881471992,1
0.44033457835135453,0.510341143454456,0.07000656510310149,1.1589849367842318,47267061,1
0.40294201952295733,0.48635020870357243,0.0834081891806151,1.2069979926128378,2058589029,1
0.4166097021729239,0.5025808266634343,0.08597112449051036,1.206358911091384,661103641,1
0.42479510019013694,0.5110334140350364,0.0862383138448995,1.2030115549974552,394322850,1
0.423712520914114,0.5025153977492608,0.0788028768351468,1.1859819404560858,988348662,1
0.42574499934143445,0.5128070868701797,0.08706208752874528,1.2044935058859592,726201640,1
0.4411968388525859,0.5004105522544192,0.05921371340183329,1.1342115540896203,175132977,1
0.41117186135488426,0.5015255425009809,0.09035368114609665,1.219746752242153,1133815285,1
0.42607299492827505,0.49047991225935633,0.06440691733108128,1.15116404488842,1823313124,1
0.4184798444357451,0.5179836830689922,0.09950383863324713,1.2377745068401385,208690343,1
0.44095806341951316,0.5206129155608482,0.07965485214133505,1.1806404253584406,1670677740,1
0.4384861037804478,0.4870896978534877,0.048603594073039935,1.1108440921023486,643742172,1
0.4153482847620878,0.5066436569895625,0.09129537222747469,1.2198043800271592,1003928796,1
0.38423239059126074,0.49154118488578413,0.10730879429452339,1.279280968815241,600894514,1
0.4245008048189008,0.5039334051643497,0.07943260034544891,1.1871200229628214,1906929257,1
0.4278793683006842,0.4937177377475059,0.0658383694468217,1.1538713345967058,8254659,1
0.4410512860402636,0.5125781603120205,0.07152687427175691,1.1621735987075825,1451746201,1
0.4293289290580311,0.504260120211847,0.07493119115381586,1.1745309623514506,38662270,1
0.3957907878867206,0.5026219382857305,0.10683115039900992,1.269918233745213,2039658738,1
0.41425335992438383,0.5059218323261515,0.09166847240176768,1.2212860082016004,1280482985,1
0.44174953504632425,0.5043788620159212,0.06262932696959694,1.1417756488708681,704461290,1
0.42397973889385343,0.5062499599905379,0.08227022109668447,1.1940428127799791,1314888844,1
0.4080105712763322,0.5140927024506097,0.10608213117427745,1.2599984869079077,1961593387,1
0.42320258976830905,0.47846273395004446,0.055260144181735416,1.1305761011812065,1347064473,1
0.4268027565988443,0.5137456591316256,0.08694290253278131,1.2037074531233634,1894710745,1
0.40779101307419713,0.49824760726036216,0.09045659418616503,1.221820960457769,2141316486,1
0.41705583669885754,0.5124661096081907,0.09541027290933318,1.2287709810382677,1206556680,1
0.4318957809973354,0.49204120412268515,0.06014542312534976,1.1392591124332396,1058308106,1
0.41754933991749416,0.5296217289816051,0.11207238906411093,1.2684051400638208,1138370446,1
0.4197652108899087,0.5320916525534282,0.11232644166351946,1.2675934992930589,548589930,1
0.4460663868378807,0.5202698452162366,0.07420345837835596,1.1663507060112213,1224728909,1
0.39949600021901305,0.4902205203982058,0.09072452017919275,1.227097443101947,1341458452,1
0.40761050849136427,0.4686544924251835,0.06104398393381921,1.1497605745243256,117874589,1
0.44447453258583486,0.5212233885921428,0.07674885600630793,1.1726732363265078,2100378754,1
0.4365500593995416,0.48360814590704887,0.04705808650750726,1.107795395955813,1257444086,1
0.4221281585327817,0.49383893210141827,0.07171077356863659,1.1698791519094258,107764023,1
0.4187150536176923,0.5314953878979467,0.11278033428025441,1.2693486496504816,438002857,1
0.41819729937883493,0.4854105387534116,0.06721323937457668,1.1607213616023135,2021857271,1
0.4332262871356799,0.5125891789708192,0.07936289183513934,1.1831903884684727,1057241604,1
0.4463245492355442,0.4903148765136697,0.04399032727812546,1.0985612988428963,233167355,1
0.39901561439981886,0.499910575736096,0.10089496133627712,1.2528596819150517,977584501,1
0.4330029465878954,0.4774221711707874,0.04441922458289199,1.1025841161888614,1921759412,1
0.4327769956336662,0.5201896783105048,0.0874126826768386,1.201980889831841,469036226,1
0.41861902538167467,0.4892401030467723,0.07062107766509762,1.1687001148614997,591054876,1
0.4269268485824711,0.5285605264109938,0.10163367782852273,1.2380587638514138,1074425599,1
0.40101895131165766,0.48256268713007283,0.08154373581841518,1.2033413522021863,362177733,1
0.41653840023852734,0.5086002497073504,0.09206184946882306,1.2210164763107185,1324414219,1
0.4236299567497185,0.5204588258849726,0.09682886913525413,1.228569456886782,759326906,1
0.41215452639650224,0.514368600091545,0.1022140736950427,1.2479993962184717,1428683528,1
0.4257141472718837,0.49336861526539716,0.06765446799351343,1.1589199429407397,1834068287,1
0.44413331638494713,0.4819191778624218,0.03778586147747465,1.0850777459908552,1485886164,1
0.41690207359403775,0.5044243243860218,0.08752225079198406,1.2099347936494307,1529406916,1
0.44246521160014207,0.5193091896366442,0.07684397803650211,1.1736723611752473,1019814206,1
0.4059433441884569,0.5150082065791509,0.10906486239069402,1.2686701579224842,1712386244,1
0.4262778165372199,0.48896509529280996,0.06268727875559005,1.1470573328558762,1350332488,1
0.4144315273827243,0.5353685145226046,0.12093698713988027,1.2918141578263564,764215634,1
0.4336128381304833,0.5179829037061365,0.08437006557565324,1.1945746485261226,650782900,1
0.44351108302470627,0.5093750462835043,0.06586396325879801,1.148505788873666,815557440,1
0.452407314902343,0.49889288993747416,0.04648557503513118,1.1027515990654695,1290655208,1
0.445820844807958,0.5346731077772222,0.08885226296926418,1.1993003781766602,519547078,1
0.4350130795997254,0.5203478583581247,0.08533477875839929,1.1961660068633329,1178245653,1
0.43810368010990275,0.5044343715919696,0.06633069148206683,1.1514040956365104,244717506,1
0.43599731152935167,0.5312522450977649,0.09525493356841325,1.2184759654464077,2142750749,1
0.4226284962448743,0.49649185908513516,0.07386336284026085,1.1747713736687169,868279129,1
