strategy,n_retained_clones,n_decision_points,n_stays,raw_weight_mean,raw_weight_p01,raw_weight_p50,raw_weight_p95,raw_weight_p99,raw_weight_max,truncated_weight_max,truncated_percent,ess,ess_ratio,analysis
continue_24h,3999,3999,1240,1.005578571459427,0.5667560862154147,0.966454609333556,1.518704795641987,1.9944062302949117,26.696189281647026,1.9944062302949117,2.000500125031258,3736.4209761849656,0.9343388287534298,trajectory_dose_augmented
early_deescalation,1658,1658,1320,0.9879680704146571,0.34121901314456726,0.9560410585510025,1.8212114459359383,2.7844467819077834,7.655266727830455,2.7844467819077834,2.0506634499396865,1389.239833401329,0.8379009851636483,trajectory_dose_augmented
continue_24h,3999,3999,1240,1.005578571459427,0.5667560862154147,0.966454609333556,1.518704795641987,1.9944062302949117,26.696189281647026,1.9944062302949117,2.000500125031258,1859.1898759714031,0.46491369741720506,trajectory_dose_augmented_stay_balanced
early_deescalation,1658,1658,1320,0.9879680704146571,0.34121901314456726,0.9560410585510025,1.8212114459359383,2.7844467819077834,7.655266727830455,2.7844467819077834,2.0506634499396865,873.1766102697276,0.5266445176536354,trajectory_dose_augmented_stay_balanced
